684081e4e7;RATT ROCKED NASHVILLE TONITE..ONE THING SUCKED, NO ENCORE!  LIKE IN THE 80`S THEY STILL HAVE A FUN SHOW. PEARCY HAS THAT HOTT BAD BOY LOOK;neutral
c77717b103; I love to! But I`m only available from 5pm.  and where dear? Would love to help  convert her vids.�;positive
a9d499e123;The girl in the hair salon asked me 'Shall I trim your eyebrows!' How old do I feel?;neutral
ddf296dffa;egh blah and boooooooooooo i dunno wanna go to work  HANGOVERS SUCKKKKKK Im a drunk mess!;negative
c3924dc9e4;:visiting my friendster and facebook;neutral
3d9d4b0b55;i donbt like to peel prawns, i also dont like going shopping, running out of money and crawling round the car looking for more;negative
3fcea4debc; which case? I got a new one last week and I`m not thrilled at all with mine.;negative
a3ae670885; Then you should check out http://twittersucks.com and connect with other tweeple who hate twitter;neutral
15d5f3a41b; also bored at school, its my third freelesson( freistunde );neutral
3c4a21b2cb; hm... Both of us I guess...;neutral
11084dac09; it is ****...u have dissappointed me that past few days;negative
d8ba2a99a9; romance zero is funny;positive
e77fd45003; I`d rather do the early run..but I am a morning runner;neutral
b159318d76;Bah a coworker ran into work late and her bag smacked into my knee  it really hurts now;negative
6086b1f016;will be back later.  http://plurk.com/p/rp3k7;neutral
703afdc44b;Aw. Torn ace of hearts  #Hunchback;negative
90f3d2b572; what fun are you speaking of?;neutral
52483f7da8;i lost all my friends, i`m alone and sleepy..i wanna go home;negative
a4b0888da6; haha yes;neutral
2a9765b7f9;I give in to easily;negative
90a2cdb657;What better way to spoil mum than to let her kick back and relax over a nice meal and a bottle of her favorite wine? Our wine was a red;positive
98f25bc596;mannnn..... _ got an iphone!!! im jealous....  http://bit.ly/NgnaR;negative
23e1f7dca4;Is at a photoshoot.;neutral
95e12b1cb1;  He`s awesome... Have you worked with him before? He`s a good friend.;positive
c34feef039;Yay playing a show tonight! Boo it`s gonna soggy and I`m at work right before playing;neutral
fa2654e730;Chilliin;positive
187494c25b; If you know such agent, do let me know;neutral
4213627c3c;I still smell of smoke  #kitchenfire;neutral
a4e00d4d26; a celtics-lakers rematch sounds better don`t you think? lol;positive
04e2e334de;Anyone have an extra Keane ticket? I promise to buy you a drink and take rad pics for your FB / Blog / Flickr., etc;neutral
0c4aa867d0;'you can ride one, you can catch one, but its not summer til you pop open one'  ?;neutral
a6c61eac26; she is good! so gor-juz yea i kno i asked her yesterday when we were at tha hospital if she talked to u and she said no;neutral
94bd67443c;OK - I`m out of here for now. Just popped in to say Hi and check on things. I`ll probably head to the guttah later on tonight;neutral
35f393a245;WOW, i AM REALLY MiSSiN THE FAM(iLY) TODAY. BADDD.;negative
b2c9f115b1; My sources say no;neutral
0a61cbf4b5;I am sooo tired;negative
ee9ec7a5a4; Hey, you change your twitter account, and you didn`t even tell me...;neutral
bbbc46889b; THANK YYYYYYYYYOOOOOOOOOOUUUUU!;positive
58d382e07a; lucky kid...i so wanna see loserville  pity im in oz....;positive
cb4d439ebc;fell asleep waiting for my ride!;neutral
64ed512788;Sick. With a flu like thing.;negative
4cd390c007;Still no reply from  about my SimFinger problem  So no iRape parody video until I get a response, sorry guys;negative
3d2fcd78c8;Happy Star Wars day everyone! and Enjoy the holiday (UK);positive
0c0563423e; Miles from you   I`m in Essex so give me plenty of warning so I can arrive in time to get at least one of those free beers.;neutral
cd0d522bb1;His snoring is so annoying n it keeps me from sleeping (like right now, lol) but I honestly wud miss it if it eva left  I love him.;neutral
bffa3ddd61;i miss you bby      wish you were going tomorrow to make me do good.;negative
9339ee8e0b; Well what im working on isn`t QUITE ready to post about publicly (still beta testing) but its a cool new script I coded;positive
a76f9cf8ce; SWEEEEET - San Fran is awesome!!!!  Love it there;positive
4ce121e2ad;_Mounce yes and it lasts way past my bedtime!;neutral
a3de81e1ba; Hi  how are you doing ???  *just joined twitter...*;neutral
55bacda5eb;waiting for sleeping pills to kick in... gonna be so tired at work tomorrow;negative
b63ed6da62;eating ice cream and then getting ready for graduation.;neutral
4c41a35a2a;Happy Mothers day to all you Mums out there;positive
